,0,1,2,3,4,5,6
0,-3.4569962779929253,12.98725978485335,6.75236251632977,-4.85493961807086,-9.638679412808887,-6.727165312823788,579.8081533205134
1,-6.431881471554776,11.16233520719301,7.152843933729219,-4.852674544396717,-9.72219193332301,-6.684683438472801,579.8262642468251
2,-1.6524803431230521,6.200462761706917,7.413305576973338,-4.8164444070716845,-9.804825861212308,-6.620128327692376,579.8401086004192
3,5.7727972039154825,-0.31592058633366893,7.51065541053845,-4.748399896781502,-9.885733544787708,-6.53302527478213,579.8496506882311
4,4.418577916990487,-6.317548522473684,7.420204291678255,-4.6488359748241015,-9.964151016710204,-6.423074511856726,579.8548548171959
5,-1.927267133232485,-9.688333055494528,7.111328307484194,-4.511926893184386,-10.039273140830467,-6.290203378991226,579.8556852942489
6,-3.5374343813093407,-8.528889742120727,6.550926125912124,-4.331979353057622,-10.110193235365665,-6.134525840384169,579.8521064263253
7,2.5223224719743076,-2.896068085509234,5.695570286310439,-4.103736456449994,-10.175894731546393,-5.9562830051398485,579.8440825203606
8,-1.5593785020570448,3.071709585908885,4.499138381191841,-3.8219413053679263,-10.235294379108264,-5.75578266385771,579.8315778832902
9,0.9590190119883162,6.342874699634087,2.915508003070349,-3.481337001818261,-10.287138933806354,-5.533502601117247,579.814556822049
10,-0.9599963421147282,7.254551898548202,0.9092112006950765,-3.0766666478071807,-10.330102317593925,-5.289993435300001,579.7929836435726
11,1.4946614155776272,5.686943983862491,-1.4570904716832267,-2.6026733453411985,-10.362737111196338,-5.0259271260157625,579.7668226547963
12,-2.207438797915909,3.0391066412579635,-3.8880342813578217,-2.054100196427278,-10.383565560031602,-4.742005968180489,579.7360381626551
13,2.733946881047724,0.2039129292357691,-6.032745815067196,-1.4256903030712342,-10.391095767657692,-4.438946398572112,579.7005944740846
14,-1.8686951862088863,-2.7379345913823205,-7.540350659549619,-0.7121867672800102,-10.383778602906421,-4.117522088692649,579.66045589602
