,0,1,2,3,4,5,6,7
0,0.010630565282435493,-0.018213883685975582,-0.8867873034523481,0.5989074424060612,-0.7050645136514164,-3.8384477765160607,-0.33996749408919646,31.2089439637065
1,-0.10324141008642615,-0.012944548292078792,-0.8831722940066252,0.5978815427813314,-0.7032911617829387,-3.842906885460293,-0.33573488923926,31.208408646086287
2,-0.024284992799907958,0.011554656077947374,-0.8771817402262521,0.5964532759095359,-0.7005871980023273,-3.8472466229905598,-0.331511881714876,31.20780450374644
3,-0.0071989213478527644,0.04999119169102773,-0.8688352094464354,0.5946405487902999,-0.696963390052981,-3.851466708001247,-0.32729869669236933,31.207131185059563
4,0.11513092399821195,0.09526566259579869,-0.8581522690023792,0.5924805713253702,-0.6924498085804498,-3.8555668593867463,-0.32309555934805373,31.20638833839825
5,-0.06440244163719577,0.13949477744481686,-0.8451524862292555,0.5900161400849386,-0.6870821108986999,-3.8595467960414496,-0.31890269485823525,31.205575612135082
6,-0.12976442154531764,0.17165966330642646,-0.8298554284622855,0.5872912451107001,-0.6808971477932155,-3.86340623685974,-0.3147203283992615,31.20469265464269
7,0.048309624146608145,0.1825074040849734,-0.8122806630366731,0.5843522822845414,-0.6739341758896784,-3.8671449007359895,-0.31054868514743456,31.203739114293654
8,0.13388592638325147,0.1729438171892313,-0.7924070818639598,0.5812462489483967,-0.6662330532738149,-3.870762506564604,-0.30638799027909647,31.20271463946059
9,0.1534808638772825,0.14628449925907744,-0.7700735038547909,0.578020142444217,-0.6578336380313743,-3.8742587732399576,-0.3022384689705323,31.201618878516083
10,0.12841590519026197,0.10611782954539305,-0.7451956203797336,0.5747209601139672,-0.6487757882480943,-3.8776334196564335,-0.29810034639810945,31.200451479832747
11,0.05922487827942973,0.056946589034432164,-0.7178198839403621,0.5713871395246316,-0.6390908022347624,-3.8808861647084205,-0.29397384773812485,31.199212091783178
12,0.056250700950938815,0.003496501972891343,-0.6880197801476516,0.5680228791434916,-0.6287757392024222,-3.8840167272903257,-0.2898591981668917,31.19790036273997
13,-0.030162708989055542,-0.04950670739251889,-0.6558687946125479,0.5646238176628445,-0.6178190985872059,-3.8870248262964893,-0.28575662286075265,31.196515941075727
14,-0.08468143373442144,-0.09733731481508018,-0.6214404129460306,0.5611804853363574,-0.6062042713865325,-3.8899101806213303,-0.2816663469960229,31.195058475163055
15,-0.16695755547899221,-0.13516807451809054,-0.5849096422890472,0.5576629786630161,-0.5938942148431875,-3.8926725091592345,-0.2775885957490074,31.19352761337455
16,0.041529071056826,-0.16094888207823485,-0.5468575759026316,0.5540362857031376,-0.5808467777612777,-3.895311537306375,-0.2735235877942516,31.191923004082803
17,0.15703550104642552,-0.18526102143600653,-0.5079668285777671,0.5502653945170461,-0.5670198089449232,-3.897827075535189,-0.2694714567300162,31.19024429566043
18,0.037696314673141385,-0.21555930154180775,-0.4689200151054885,0.5463152931650597,-0.5523711571982325,-3.9002191590707107,-0.2654321114019808,31.188491136480028
