Date,Open,High,Low,Close,Adj Close,Volume
2014-05-27,76.879997,77.889999,76.720001,77.029999,74.450073,5598000
2014-05-28,77.110001,77.250000,76.720001,76.930000,74.353416,2733300
2014-05-29,77.050003,77.230003,76.510002,76.790001,74.218109,3375600
2014-05-30,76.800003,77.029999,76.349998,76.449997,73.889503,5003500
2014-06-02,76.769997,77.209999,76.230003,77.050003,74.469406,3046400
2014-06-03,76.760002,77.000000,76.239998,76.349998,73.792831,2619100
2014-06-04,76.309998,76.529999,75.820000,76.320000,73.763847,2794700
2014-06-05,76.320000,77.169998,76.139999,76.839996,74.266426,2680300
2014-06-06,77.000000,77.879997,76.900002,77.470001,74.875351,3113900
2014-06-09,77.320000,77.489998,76.750000,76.860001,74.285759,3499900
2014-06-10,76.739998,77.559998,76.570000,77.360001,74.769020,3396100
2014-06-11,76.959999,77.430000,76.720001,76.870003,74.295433,3427500
2014-06-12,76.980003,77.139999,75.459999,75.720001,73.183952,3836400
2014-06-13,75.720001,76.139999,75.129997,75.940002,73.396599,3194900
2014-06-16,75.599998,75.779999,74.900002,75.110001,72.594368,5673600
2014-06-17,75.139999,75.430000,74.550003,74.980003,72.468727,4163700
2014-06-18,74.949997,75.209999,74.400002,75.120003,72.604057,3820800
2014-06-19,75.080002,75.419998,74.099998,74.269997,71.782501,5501900
2014-06-20,74.529999,75.010002,73.480003,73.809998,71.337906,9339300
2014-06-23,73.589996,74.300003,73.199997,74.139999,71.656876,4899900
2014-06-24,74.089996,74.790001,72.550003,72.699997,70.265083,5943800
2014-06-25,72.559998,73.550003,72.540001,73.040001,70.593689,3813600
2014-06-26,73.260002,73.279999,72.559998,72.769997,70.332741,4085000
2014-06-27,72.519997,73.610001,72.449997,73.400002,70.941650,12447500
2014-06-30,73.239998,73.879997,73.059998,73.470001,71.009308,4737000
2014-07-01,74.199997,75.910004,74.139999,75.529999,73.000320,6330900
2014-07-02,74.860001,76.389999,74.860001,76.199997,73.647881,3973700
