Date,Open,High,Low,Close,Adj Close,Volume
2018-02-01,15.442307,15.490385,15.307693,15.403846,14.946793,54937000
2018-02-02,15.278846,15.317307,15.000000,15.038462,14.592250,85586600
2018-02-05,14.884615,15.028846,14.336538,14.336538,13.911153,128171300
2018-02-06,14.250000,14.750000,14.144231,14.682693,14.247037,131892700
2018-02-07,14.721154,14.923077,14.663462,14.663462,14.228375,79047500
2018-02-08,14.605769,14.625000,13.894231,13.894231,13.481970,144181500
2018-02-09,14.125000,14.451923,13.682693,14.365385,13.939143,134218000
2018-02-12,14.480769,14.557693,14.211538,14.250000,13.827183,78605700
2018-02-13,14.173077,14.221154,13.971154,14.105769,13.687232,76648300
2018-02-14,14.125000,14.451923,14.076923,14.326923,13.901823,89348500
2018-02-15,14.355769,14.557693,14.201923,14.278846,13.855172,57080400
2018-02-16,14.278846,14.644231,14.240385,14.471154,14.041775,67313800
2018-02-20,14.346154,14.394231,14.057693,14.173077,13.752542,64132300
2018-02-21,14.144231,14.163462,13.894231,13.932693,13.519291,102036000
2018-02-22,13.971154,14.490385,13.932693,14.057693,13.640582,81637100
2018-02-23,13.971154,14.105769,13.932693,13.932693,13.635689,55029100
2018-02-26,13.836538,14.115385,13.413462,14.086538,13.786255,151029400
2018-02-27,14.105769,14.596154,13.942307,13.942307,13.645098,96745000
2018-02-28,14.038462,14.057693,13.548077,13.567307,13.278092,92158700
2018-03-01,13.615385,13.711538,13.413462,13.480769,13.193398,95550700
2018-03-02,13.451923,13.692307,13.432693,13.576923,13.287503,77614800
2018-03-05,13.634615,14.086538,13.576923,13.865385,13.569816,90947500
2018-03-06,14.038462,14.105769,13.951923,14.076923,13.776845,60431200
2018-03-07,13.923077,14.028846,13.634615,13.951923,13.654510,86319200
2018-03-08,13.942307,14.076923,13.855769,13.961538,13.663919,51579000
2018-03-09,14.057693,14.375000,13.951923,14.365385,14.059156,66722400
2018-03-12,14.442307,14.740385,14.384615,14.519231,14.209723,73035700
2018-03-13,14.125000,14.173077,13.788462,13.875000,13.579226,123467100
2018-03-14,13.903846,14.028846,13.692307,13.721154,13.428658,59349600
2018-03-15,13.759615,13.990385,13.711538,13.807693,13.513353,49321900
2018-03-16,13.788462,13.865385,13.634615,13.759615,13.466300,119068600
2018-03-19,13.711538,13.730769,13.461538,13.528846,13.240450,68831600
2018-03-20,13.557693,13.567307,13.096154,13.115385,12.835804,92478400
2018-03-21,13.134615,13.423077,13.048077,13.346154,13.061653,67748300
2018-03-22,13.221154,13.259615,12.807693,12.836538,12.562901,74076700
2018-03-23,12.884615,12.932693,12.519231,12.567307,12.299410,87404000
2018-03-26,12.721154,12.730769,12.240385,12.394231,12.130022,109653100
2018-03-27,12.423077,13.192307,12.326923,12.923077,12.647594,161167300
2018-03-28,13.000000,13.413462,12.586538,13.153846,12.873445,144668900
2018-03-29,13.057693,13.134615,12.836538,12.961538,12.685237,77494900
2018-04-02,12.932693,13.019231,12.461538,12.615385,12.346462,74970500
2018-04-03,12.615385,12.634615,12.307693,12.625000,12.355872,62176500
2018-04-04,12.326923,12.788462,12.298077,12.769231,12.497028,59459300
2018-04-05,12.778846,13.038462,12.663462,12.913462,12.638185,55667200
2018-04-06,12.807693,12.951923,12.432693,12.557693,12.289999,66004500
2018-04-09,12.596154,12.653846,12.326923,12.336538,12.073559,71065900
2018-04-10,12.509615,12.634615,12.451923,12.548077,12.280588,59724800
2018-04-11,12.413462,12.576923,12.355769,12.471154,12.205306,52228800
2018-04-12,12.528846,12.740385,12.471154,12.673077,12.402925,66176400
2018-04-13,12.894231,13.153846,12.846154,12.971154,12.694648,74015200
2018-04-16,12.980769,13.057693,12.721154,12.817307,12.544080,60610200
2018-04-17,12.865385,13.336538,12.846154,13.259615,12.976958,75014300
2018-04-18,13.346154,13.384615,13.096154,13.134615,12.854624,44702800
2018-04-19,13.144231,13.519231,13.105769,13.451923,13.165167,91293600
2018-04-20,14.365385,14.471154,13.788462,13.980769,13.682741,196233400
2018-04-23,14.182693,14.211538,13.836538,13.961538,13.663919,76249500
2018-04-24,14.096154,14.201923,13.980769,14.115385,13.814487,77232200
2018-04-25,14.153846,14.163462,13.375000,13.509615,13.221629,115712300
2018-04-26,13.567307,13.942307,13.519231,13.826923,13.532173,67452500
2018-04-27,13.673077,13.923077,13.644231,13.826923,13.532173,50780700
2018-04-30,13.817307,13.836538,13.528846,13.528846,13.240450,50476200
2018-05-01,13.538462,13.548077,13.298077,13.509615,13.221629,53427400
2018-05-02,13.557693,13.826923,13.538462,13.634615,13.343966,53745100
2018-05-03,13.644231,13.644231,13.317307,13.394231,13.108705,63124900
2018-05-04,13.336538,13.586538,13.240385,13.557693,13.268682,43585400
2018-05-07,13.548077,13.634615,13.461538,13.528846,13.240450,34183200
2018-05-08,13.634615,13.932693,13.548077,13.721154,13.428658,61709500
2018-05-09,13.798077,14.115385,13.750000,14.057693,13.758024,52902600
